title,shift_id,reporter_id,field_agent_id,handling_team,contact_id,location,category,sub_category,description,status,procedure_definition_id,logs,involved_entities,resources_used,procedure_steps,summary,notifications_sent,closed_at,closed_by,id,created_date,updated_date,created_by_id,created_by,is_sample
"אירוע חדש - פלילי","68353a3abc94eb073828dd83","68306aee157222eb321f6d20","null","[]","null","{""""latitude"""":null,""""longitude"""":null,""""location_id"""":null,""""description"""":null}","6830809f3ac0d103302a591e","683441360d029d861c721de5","","in_progress","6832b1cb6016491cb38e07b2","[{""""timestamp"""":""""2025-05-27T09:45:36.327Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""האירוע נוצר."""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-27T09:47:36.566Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""סטטוס האירוע שונה ל: בטיפול"""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-28T05:43:13.144Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""זרק אבנים"""",""""tagged_entities"""":[{""""entity_type"""":null,""""entity_id"""":null,""""slug"""":""""contacts""""}]}]","[]","[]","[]","null","[]","null","null","683589c00d769d22058e440c","2025-05-27T09:45:36.870000","2025-05-28T05:43:13.887000","null","kligerai123@gmail.com","false"
"אירוע חדש - דוח מוס״ח","null","68306aee157222eb321f6d20","null","[]","null","{""""latitude"""":null,""""longitude"""":null,""""location_id"""":null,""""description"""":null}","6832fd9a3d1c7d7414f11046","6832fdaf8ba18b770d2c70d4","","open","6832fedf3d1c7d7414f11982","[{""""timestamp"""":""""2025-05-27T12:36:40.957Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""האירוע נוצר."""",""""tagged_entities"""":[]}]","[]","[]","[]","null","[]","null","null","6835b1d99f75fbd0f262553b","2025-05-27T12:36:41.416000","2025-05-27T12:36:41.416000","null","kligerai123@gmail.com","false"
"אירוע חדש - אירועי אבטחה","null","68306aee157222eb321f6d20","null","[]","null","{""""latitude"""":null,""""longitude"""":null,""""location_id"""":null,""""description"""":null}","6832b1cb6016491cb38e07b6","68344e8abc94eb073822e418","","open","6832b1cb6016491cb38e07b2","[{""""timestamp"""":""""2025-05-28T03:38:31.920Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""האירוע נוצר."""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-28T04:39:23.992Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""נוצרה ותויגה ישות חדשה: רשומה מותאמת (ID: 683693...) - לא זמין (תפקיד: involved)"""",""""tagged_entities"""":[{""""entity_type"""":null,""""entity_id"""":null,""""slug"""":null}]}]","[{""""entity_type"""":""""custom_data"""",""""entity_id"""":""""6836937b4109e259654d630b"""",""""role"""":""""involved""""}]","[]","[]","null","[]","null","null","683685380e0e199136c7927d","2025-05-28T03:38:32.515000","2025-05-28T04:39:24.362000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
"אירוע חדש - אירועי אבטחה","68368a764109e259654d495e","68306aee157222eb321f6d20","null","[]","null","{""""latitude"""":null,""""longitude"""":null,""""location_id"""":null,""""description"""":null,""""address"""":null}","6832b1cb6016491cb38e07b6","68344e8abc94eb073822e418","","in_progress","6832b1cb6016491cb38e07b2","[{""""timestamp"""":""""2025-05-28T04:01:58.210Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""האירוע נוצר."""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-28T04:02:08.994Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""סטטוס האירוע שונה ל: סגור"""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-29T13:06:03.760Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""סטטוס האירוע שונה ל: בטיפול"""",""""tagged_entities"""":[]}]","[]","[]","[]","null","[]","2025-05-28T04:02:07.783Z","68306aee157222eb321f6d20","68368ab6ed57ad8d3450ee66","2025-05-28T04:01:58.762000","2025-05-29T13:06:04.069000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
"אירוע חדש - שגרה","68368a764109e259654d495e","68306aee157222eb321f6d20","null","[]","null","{""""latitude"""":null,""""longitude"""":null,""""location_id"""":null,""""description"""":null}","683445c8ce3f6e74d25972a5","683446125ed111a9dd26a7db","","closed","6834458a163d1308c5dda222","[{""""timestamp"""":""""2025-05-28T04:03:27.622Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""האירוע נוצר."""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-28T04:03:37.468Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""סטטוס האירוע שונה ל: סגור"""",""""tagged_entities"""":[]}]","[]","[]","[]","null","[]","2025-05-28T04:03:36.757Z","68306aee157222eb321f6d20","68368b0fd3a23c2ea20d715e","2025-05-28T04:03:27.961000","2025-05-28T04:03:37.785000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
"אירוע חדש - פלילי","null","68306aee157222eb321f6d20","null","[]","null","{""""latitude"""":null,""""longitude"""":null,""""location_id"""":null,""""description"""":null}","6830809f3ac0d103302a591e","683441360d029d861c721de5","","open","6832b1cb6016491cb38e07b2","[{""""timestamp"""":""""2025-05-28T18:48:18.989Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""האירוע נוצר."""",""""tagged_entities"""":[]}]","[]","[]","[]","null","[]","null","null","68375a732c75f8a9f8587daa","2025-05-28T18:48:19.714000","2025-05-28T18:48:19.714000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
"אירוע חדש - אירועי אבטחה","68375db639f8dd532a940833","68306aee157222eb321f6d20","null","[]","null","{""""latitude"""":null,""""longitude"""":null,""""location_id"""":null,""""description"""":null}","6832b1cb6016491cb38e07b6","6832bc74bcc45ae65cd90213","","open","6832b1cb6016491cb38e07b3","[{""""timestamp"""":""""2025-05-28T19:13:35.021Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""האירוע נוצר."""",""""tagged_entities"""":[]}]","[]","[]","[]","null","[]","null","null","6837605f39f8dd532a941f87","2025-05-28T19:13:35.578000","2025-05-28T19:13:35.578000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
"אירוע חדש - פלילי","68375db639f8dd532a940833","68306aee157222eb321f6d20","null","[]","null","{""""latitude"""":null,""""longitude"""":null,""""location_id"""":null,""""description"""":null,""""address"""":null}","6830809f3ac0d103302a591e","683441360d029d861c721de5","","open","6832b1cb6016491cb38e07b2","[{""""timestamp"""":""""2025-05-28T19:35:50.355Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""האירוע נוצר."""",""""tagged_entities"""":[]}]","[]","[]","[{""""step_id"""":""""1"""",""""title"""":""""זיהוי ראשוני של האירוע"""",""""description"""":""""וידוא שמדובר באירוע חדירה ולא באזעקת שווא"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""2"""",""""title"""":""""דיווח מיידי למוקד"""",""""description"""":""""דיווח טלפוני למוקד הבקרה בתוך 60 שניות"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""3"""",""""title"""":""""מילוי דוח אירוע מהיר"""",""""description"""":""""מילוי טופס דיווח מהיר לתיעוד ראשוני"""",""""is_required"""":true,""""step_type"""":""""form"""",""""form_id"""":""""6832b1cb6016491cb38e07af"""",""""document_url"""":null,""""allow_multiple_executions"""":true,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""4"""",""""title"""":""""בידוד האזור"""",""""description"""":""""סגירת גישות לאזור החדירה ומניעת כניסה נוספת"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""5"""",""""title"""":""""תיעוד ראיות"""",""""description"""":""""צילום והקלטת ראיות באזור החדירה"""",""""is_required"""":true,""""step_type"""":""""document"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""6"""",""""title"""":""""דיווח למשטרה (במידת הצורך)"""",""""description"""":""""קביעה האם נדרש דיווח למשטרה והכנת הדיווח"""",""""is_required"""":false,""""step_type"""":""""text"""",""""form_id"""":null,""""document_url"""":null,""""allow_multiple_executions"""":false,""""executions"""":[],""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null}]","null","[]","null","null","683765969ae2985182fd2a0f","2025-05-28T19:35:50.909000","2025-06-03T07:23:44.757000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
"אירוע: פלילי","null","68306aee157222eb321f6d20","null","[]","null","{""""latitude"""":32.14249217747762,""""longitude"""":34.80068971301816,""""location_id"""":null,""""description"""":""""מיקום זוהה: 32.14249, 34.80069"""",""""address"""":""""""""}","6830809f3ac0d103302a591e","683441360d029d861c721de5","ewfew","open","6832b1cb6016491cb38e07b2","[{""""timestamp"""":""""2025-05-29T09:34:04.083Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""האירוע נוצר. מיקום ראשוני: 32.14249217747762, 34.80068971301816"""",""""tagged_entities"""":[]}]","[]","[]","[]","null","[]","null","null","68382a0c72af9cdfb8b26bea","2025-05-29T09:34:04.708000","2025-05-29T09:34:04.708000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
"ניסיון פריצה בשער הדרומי","null","68306aee157222eb321f6d20","null","[]","null","{""""latitude"""":32.142559034314324,""""longitude"""":34.80077359884897,""""location_id"""":null,""""description"""":""""מיקום זוהה: 32.14256, 34.80077"""",""""address"""":""""""""}","6832b1cb6016491cb38e07b6","68344e8abc94eb073822e418","null","in_progress","6832b1cb6016491cb38e07b2","[{""""timestamp"""":""""2025-05-29T11:05:43.640Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""האירוע נוצר. מיקום ראשוני: 32.142559034314324, 34.80077359884897"""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-29T11:05:58.339Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""השלים שלב בנוהל: \""""זיהוי ראשוני של האירוע\"""""""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-29T11:07:05.697Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""השלים שלב בנוהל: \""""דיווח מיידי למוקד\"""""""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-29T11:08:36.746Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""השלים שלב בנוהל: \""""מילוי דוח אירוע מהיר\"""""""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-29T11:08:46.256Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""השלים שלב בנוהל: \""""בידוד האזור\"""""""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-29T11:09:42.993Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""נתפס מעורב בעת ביצוע עבירה"""",""""tagged_entities"""":[{""""entity_type"""":null,""""entity_id"""":null,""""slug"""":null}]},{""""timestamp"""":""""2025-05-29T11:10:45.380Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""שימוש במשאב: BODYCAM-001 (רכב סיור)"""",""""tagged_entities"""":[{""""entity_type"""":null,""""entity_id"""":null,""""slug"""":null}]},{""""timestamp"""":""""2025-05-29T11:11:50.174Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""סטטוס האירוע שונה ל: סגור"""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-29T13:56:20.204Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""סטטוס האירוע שונה מ-'סגור' ל-'בטיפול'"""",""""tagged_entities"""":[]}]","[]","[{""""resource_id"""":""""6832b275acb30a9202a93813"""",""""usage_details"""":"""""""",""""form_response_id"""":null}]","[{""""step_id"""":""""1"""",""""title"""":""""זיהוי ראשוני של האירוע"""",""""description"""":""""וידוא שמדובר באירוע חדירה ולא באזעקת שווא"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""completed"""":true,""""completed_at"""":""""2025-05-29T11:05:57.764Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""2"""",""""title"""":""""דיווח מיידי למוקד"""",""""description"""":""""דיווח טלפוני למוקד הבקרה בתוך 60 שניות"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""completed"""":true,""""completed_at"""":""""2025-05-29T11:07:05.281Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""3"""",""""title"""":""""מילוי דוח אירוע מהיר"""",""""description"""":""""מילוי טופס דיווח מהיר לתיעוד ראשוני"""",""""is_required"""":true,""""step_type"""":""""form"""",""""form_id"""":""""6832b1cb6016491cb38e07af"""",""""document_url"""":null,""""completed"""":true,""""completed_at"""":""""2025-05-29T11:08:36.430Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""4"""",""""title"""":""""בידוד האזור"""",""""description"""":""""סגירת גישות לאזור החדירה ומניעת כניסה נוספת"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""completed"""":true,""""completed_at"""":""""2025-05-29T11:08:45.930Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""5"""",""""title"""":""""תיעוד ראיות"""",""""description"""":""""צילום והקלטת ראיות באזור החדירה"""",""""is_required"""":true,""""step_type"""":""""document"""",""""form_id"""":null,""""document_url"""":null,""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""6"""",""""title"""":""""דיווח למשטרה (במידת הצורך)"""",""""description"""":""""קביעה האם נדרש דיווח למשטרה והכנת הדיווח"""",""""is_required"""":false,""""step_type"""":""""text"""",""""form_id"""":null,""""document_url"""":null,""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null}]","null","[]","2025-05-29T11:11:49.761Z","68306aee157222eb321f6d20","68383f889ae2985182fe5a03","2025-05-29T11:05:44.265000","2025-05-29T13:56:20.599000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
"׳ק","null","68306aee157222eb321f6d20","null","[]","6832b1cb6016491cb38e07ca","{""""latitude"""":32.142559034314324,""""longitude"""":34.80077359884897,""""location_id"""":null,""""description"""":""""מיקום זוהה: 32.14256, 34.80077"""",""""address"""":""""""""}","6830809f3ac0d103302a591e","683441360d029d861c721de5","ק׳ק׳כ","in_progress","6832b1cb6016491cb38e07b2","[{""""timestamp"""":""""2025-05-29T12:33:05.683Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""האירוע נוצר. מיקום ראשוני: 32.142559034314324, 34.80077359884897"""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-29T13:03:16.948Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""סטטוס האירוע שונה ל: בטיפול"""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-29T13:03:42.982Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""שויך איש קשר מדווח: רחל כהן"""",""""tagged_entities"""":[{""""entity_type"""":null,""""entity_id"""":null,""""slug"""":null}]}]","[]","[]","[]","null","[]","null","null","6838540239f8dd532a9c0f81","2025-05-29T12:33:06.541000","2025-05-29T13:03:43.250000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
"בכקרכ","null","68306aee157222eb321f6d20","null","[]","null","{""""latitude"""":null,""""longitude"""":null,""""location_id"""":null,""""description"""":"""""""",""""address"""":""""""""}","68386912d7eb602a468c4b6e","6838693039f8dd532a9cb649","כרכ","open","6832b1cb6016491cb38e07b2","[{""""timestamp"""":""""2025-05-29T14:03:59.340Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""האירוע נוצר. """",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-30T14:09:28.442Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""השלם שלב בנוהל: \""""זיהוי ראשוני של האירוע\"""""""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-30T14:09:32.833Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""השלם שלב בנוהל: \""""דיווח מיידי למוקד\"""""""",""""tagged_entities"""":[]}]","[]","[]","[{""""step_id"""":""""1"""",""""title"""":""""זיהוי ראשוני של האירוע"""",""""description"""":""""וידוא שמדובר באירוע חדירה ולא באזעקת שווא"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""completed"""":true,""""completed_at"""":""""2025-05-30T14:09:28.135Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""2"""",""""title"""":""""דיווח מיידי למוקד"""",""""description"""":""""דיווח טלפוני למוקד הבקרה בתוך 60 שניות"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""completed"""":true,""""completed_at"""":""""2025-05-30T14:09:32.529Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""3"""",""""title"""":""""מילוי דוח אירוע מהיר"""",""""description"""":""""מילוי טופס דיווח מהיר לתיעוד ראשוני"""",""""is_required"""":true,""""step_type"""":""""form"""",""""form_id"""":""""6832b1cb6016491cb38e07af"""",""""document_url"""":null,""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""4"""",""""title"""":""""בידוד האזור"""",""""description"""":""""סגירת גישות לאזור החדירה ומניעת כניסה נוספת"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""5"""",""""title"""":""""תיעוד ראיות"""",""""description"""":""""צילום והקלטת ראיות באזור החדירה"""",""""is_required"""":true,""""step_type"""":""""document"""",""""form_id"""":null,""""document_url"""":null,""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""6"""",""""title"""":""""דיווח למשטרה (במידת הצורך)"""",""""description"""":""""קביעה האם נדרש דיווח למשטרה והכנת הדיווח"""",""""is_required"""":false,""""step_type"""":""""text"""",""""form_id"""":null,""""document_url"""":null,""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null}]","null","[]","null","null","6838694f39f8dd532a9cb798","2025-05-29T14:03:59.897000","2025-05-30T14:09:33.094000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
"Null","null","68306aee157222eb321f6d20","null","[]","null","{""""latitude"""":null,""""longitude"""":null,""""location_id"""":null,""""description"""":"""""""",""""address"""":""""""""}","6832fd9a3d1c7d7414f11046","6832fdaf8ba18b770d2c70d4","אירוע מוסח","open","6832fedf3d1c7d7414f11982","[{""""timestamp"""":""""2025-05-29T15:00:44.350Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""האירוע נוצר. """",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-29T15:09:13.963Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""הגיש טופס \""""מרכיבי ביטחון מוס״ח\"""" עבור שלב: \""""מילוי טופס בסיסי\"""""""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-29T15:09:22.962Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""הגיש טופס \""""מרכיבי ביטחון מוס״ח\"""" עבור שלב: \""""מילוי טופס בסיסי\"""""""",""""tagged_entities"""":[]}]","[]","[]","[{""""step_id"""":""""1"""",""""title"""":""""מילוי טופס בסיסי"""",""""description"""":"""""""",""""is_required"""":true,""""step_type"""":""""form"""",""""form_id"""":""""6832fe618fd6aab289817880"""",""""document_url"""":null,""""completed"""":true,""""completed_at"""":""""2025-05-29T15:09:22.384Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":"""" טופס מרכיבי ביטחון מוס״ח הוגש/עודכן. טופס מרכיבי ביטחון מוס״ח הוגש/עודכן."""",""""form_submission_id"""":null}]","null","[]","null","null","6838769c9ae2985182ff2020","2025-05-29T15:00:44.995000","2025-05-29T15:09:23.190000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
"ניסיון פריצה בשער הדרומי","null","68306aee157222eb321f6d20","null","[]","null","{""""latitude"""":null,""""longitude"""":null,""""location_id"""":null,""""description"""":"""""""",""""address"""":""""""""}","6830809f3ac0d103302a591e","683441360d029d861c721de5","sdcds","open","6832b1cb6016491cb38e07b2","[{""""timestamp"""":""""2025-05-29T18:55:58.716Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""האירוע נוצר. """",""""tagged_entities"""":[]}]","[]","[]","[]","null","[]","null","null","6838adbfc40e27a17d65c186","2025-05-29T18:55:59.274000","2025-05-29T18:55:59.274000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
"אירוע #UYMBUH45","null","68306aee157222eb321f6d20","null","[]","null","{""""latitude"""":31.7685,""""longitude"""":35.2135,""""location_id"""":""""6832b1cb6016491cb38e079b"""",""""description"""":""""אזור חניה A"""",""""address"""":null}","6830809f3ac0d103302a591e","683441360d029d861c721de5","","open","6832b1cb6016491cb38e07b2","[{""""timestamp"""":""""2025-05-30T14:10:58.544Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""מיקום האירוע עודכן: בניין ראשי."""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-30T14:11:35.269Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""מיקום האירוע עודכן: קומה 1 - לובי."""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-30T14:11:49.250Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""מיקום האירוע עודכן: אזור חניה A."""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-30T14:11:55.152Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""השלם שלב בנוהל: \""""זיהוי ראשוני של האירוע\"""""""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-30T14:14:06.753Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""כותרת האירוע עודכנה."""",""""tagged_entities"""":[]},{""""timestamp"""":""""2025-05-30T14:14:08.639Z"""",""""user_id"""":""""68306aee157222eb321f6d20"""",""""content"""":""""כותרת האירוע עודכנה."""",""""tagged_entities"""":[]}]","[]","[]","[{""""step_id"""":""""1"""",""""title"""":""""זיהוי ראשוני של האירוע"""",""""description"""":""""וידוא שמדובר באירוע חדירה ולא באזעקת שווא"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""completed"""":true,""""completed_at"""":""""2025-05-30T14:11:54.767Z"""",""""completed_by"""":""""68306aee157222eb321f6d20"""",""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""2"""",""""title"""":""""דיווח מיידי למוקד"""",""""description"""":""""דיווח טלפוני למוקד הבקרה בתוך 60 שניות"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""3"""",""""title"""":""""מילוי דוח אירוע מהיר"""",""""description"""":""""מילוי טופס דיווח מהיר לתיעוד ראשוני"""",""""is_required"""":true,""""step_type"""":""""form"""",""""form_id"""":""""6832b1cb6016491cb38e07af"""",""""document_url"""":null,""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""4"""",""""title"""":""""בידוד האזור"""",""""description"""":""""סגירת גישות לאזור החדירה ומניעת כניסה נוספת"""",""""is_required"""":true,""""step_type"""":""""checkbox"""",""""form_id"""":null,""""document_url"""":null,""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""5"""",""""title"""":""""תיעוד ראיות"""",""""description"""":""""צילום והקלטת ראיות באזור החדירה"""",""""is_required"""":true,""""step_type"""":""""document"""",""""form_id"""":null,""""document_url"""":null,""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null},{""""step_id"""":""""6"""",""""title"""":""""דיווח למשטרה (במידת הצורך)"""",""""description"""":""""קביעה האם נדרש דיווח למשטרה והכנת הדיווח"""",""""is_required"""":false,""""step_type"""":""""text"""",""""form_id"""":null,""""document_url"""":null,""""completed"""":false,""""completed_at"""":null,""""completed_by"""":null,""""notes"""":"""""""",""""form_submission_id"""":null}]","null","[]","null","null","6839b9bb547f3e49ecce4015","2025-05-30T13:59:23.281000","2025-05-30T14:14:08.933000","67b852b6056a78f9ffbfd819","kligerai123@gmail.com","false"
